,Unnamed: 0,label,url_type,scheme,netloc,path,params,query,fragment,port,ip_1,ip_2,ip_3,ip_4,ip,contains [,contains ],contains {,contains },contains (,contains ),contains ;,contains :,contains ',contains @,contains #,contains ~,contains <,contains >,"contains ,",contains .,contains ?,contains /,contains \,contains |,contains `,contains ¬,contains !,"contains """,contains ^,contains &,contains *,contains -,contains _,contains +,contains =,contains %,contains $,contains £,url length,https,top_level_domain,netloc_length,path_length,params_length,query_length,fragment_length,asn_reg,asn,asn_country_code,asn_date,nets_country_code,status_code,is_redirect,server,expires,content_length,content_type,x_powered_by,tld_ca,tld_com,tld_cx,tld_edu,tld_fr,tld_gov,tld_jp,tld_net,tld_org,tld_ro,tld_ru,tld_tw,tld_uk,servers_ATS,servers_Apache,servers_Apache/2.4.29 (Ubuntu),servers_Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/7.1.33,servers_Apache/2.4.6 (CentOS) PHP/5.4.16,servers_CloudFront,servers_ECD (nya/79C5),servers_GSE,servers_Microsoft-IIS/10.0,servers_Microsoft-IIS/7.5,servers_Microsoft-IIS/8.5,servers_NR_WEB,servers_NginX,servers_Server,servers_UploadServer,servers_Varnish,servers_cloudflare,servers_mw1391.eqiad.wmnet,servers_nginx,servers_nginx/1.16.1,servers_openresty,asn_country_code_BG,asn_country_code_BR,asn_country_code_CA,asn_country_code_CN,asn_country_code_CY,asn_country_code_FR,asn_country_code_GB,asn_country_code_IN,asn_country_code_JP,asn_country_code_NL,asn_country_code_RU,asn_country_code_US,nets_country_code_BG,nets_country_code_CA,nets_country_code_CN,nets_country_code_EU,nets_country_code_FR,nets_country_code_IE,nets_country_code_IN,nets_country_code_JP,nets_country_code_NL,nets_country_code_RU,nets_country_code_US,status_code_403.0,status_code_404.0,status_code_406.0,status_code_503.0,status_code_999.0,asn_reg_arin,asn_reg_lacnic,asn_reg_ripencc,x_powered_by_ASP.NET,x_powered_by_Express,x_powered_by_PHP/5.4.16,x_powered_by_PHP/5.6.40,x_powered_by_PHP/7.1.33,x_powered_by_W3 Total Cache/0.11.0,x_powered_by_science!
17,105434,0,1,http,www.issaquahrentals.com,/,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,com,23,1,0,0,0,,,,,,200,FALSE,Apache,"Thu, 19 Nov 1981 08:52:00 GMT",6488,text/html; charset=utf-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,911509,1,0,http,62.210.207.229,/bins/owari.arm,,,,80,62,210,207,229,62.210.207.229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,14,15,0,0,0,ripencc,12876,FR,2000/10/26,FR,200,FALSE,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/7.1.33,0,195,text/html; charset=UTF-8,PHP/7.1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37,385871,0,1,http,www.yorktown-robotics.org,/,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,org,25,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,171321,0,1,http,www.absoluteastronomy.com,/topics/Claude_Cohen-Tannoudji,,,,80,216,55,179,243,216.55.179.243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,62,0,com,25,30,0,0,0,arin,18501,US,1999/5/28,US,200,FALSE,Microsoft-IIS/8.5,0,27547,text/html; charset=utf-8,ASP.NET,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
217,381339,1,0,http,142.93.211.204,/bins/rift.arm7,,,,80,142,93,211,204,142.93.211.204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,14,15,0,0,0,arin,14061,US,2018/7/12,US,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
370,639444,1,1,https,swoboda-engineering.com,/xomanb/100811sdhgjh.exe,,,,443,162,241,24,197,162.241.24.197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,1,com,23,24,0,0,0,arin,46606,US,2013/8/22,US,406,FALSE,Apache,0,226,text/html; charset=iso-8859-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
215,229534,1,0,http,193.239.147.90,/assailant.mips,,,,80,193,239,147,90,193.239.147.90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,14,15,0,0,0,ripencc,35913,NL,2019/10/17,US,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,340696,0,1,https,www.spokeo.com,/Gerard+Conway,,,,443,99,86,255,82,99.86.255.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,1,com,14,14,0,0,0,arin,16509,US,2018/1/10,US,403,FALSE,CloudFront,0,919,text/html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,362634,0,1,http,www.veromi.com,/Mark-Vachon.aspx,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,com,14,17,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,46606,0,1,https,www.answers.yahoo.com,/question/index,,qid=20070305092702AADA6mR,,443,87,248,100,201,87.248.100.201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,1,com,21,15,0,25,0,ripencc,34010,GB,2005/8/17,IE,200,FALSE,ATS,0,0,text/html; charset=utf-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,330911,1,1,http,suanhangay.com,/wp-content/themes/ostrya/library/vendor/tgm/sserv.jpg,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,0,com,14,54,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,412179,1,1,http,www.hogarofuld.ru,/gate.php,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,ru,17,9,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,367652,0,1,https,www.whosdatedwho.com,/sections/celebrities/first-name/Ray,,,,443,174,34,56,95,174.34.56.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,1,com,20,36,0,0,0,arin,14742,US,2009/12/3,US,200,FALSE,Microsoft-IIS/8.5,0,15809,text/html;charset=UTF-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
242,300731,1,0,http,178.175.92.114:52960,/Mozi.m,,,,52960,178,175,92,114,178.175.92.114,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,20,7,0,0,0,ripencc,8661,AL,2010/4/27,AL,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,234737,0,1,https,www.facebook.com,/pages/The-Wayans-Bros/36943938640,,,,443,157,240,221,35,157.240.221.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,58,1,com,16,34,0,0,0,arin,32934,US,2015/5/14,US,200,FALSE,0,"Sat, 01 Jan 2000 00:00:00 GMT",0,"text/html; charset=""utf-8""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,154220,0,1,https,www.tunein.com,/radio/Morgantown-Clarksburg-Fairmont-r100196/,,,,443,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,68,1,com,14,46,0,0,0,,,,,,200,FALSE,cloudflare,0,0,text/html; charset=utf-8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,940868,1,0,http,45.95.147.15,/slump.m68k,,,,80,45,95,147,15,45.95.147.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,11,0,0,0,ripencc,49870,NL,2019/7/10,NL,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
245,277368,1,0,http,219.157.51.202:56804,/Mozi.m,,,,56804,219,157,51,202,219.157.51.202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,7,0,0,0,apnic,4837,CN,2002/3/21,CN,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,870863,1,1,http,adventureitdate.com,/wp-admin/7b6plri60/,,,,80,108,167,189,73,108.167.189.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0,com,19,20,0,0,0,arin,46606,US,2011/12/27,US,406,FALSE,Apache,0,226,text/html; charset=iso-8859-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
161,66423,0,1,http,www.croonet.com,/start/H_NTU4MTEwMQ%3D%3D/,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,48,0,com,15,26,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,1018578,1,0,http,209.97.178.68,/sparc,,,,80,209,97,178,68,209.97.178.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,6,0,0,0,arin,14061,US,1997/7/3,US,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,280102,0,1,https,www.linkedin.com,/pub/chris-leroux/9/900/268,,,,443,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,1,com,16,27,0,0,0,,,,,,999,FALSE,0,"Thu, 01 Jan 1970 00:00:00 GMT",1529,text/html,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188,136732,0,1,http,www.quebecsuperads.com,/,,,,80,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,com,22,1,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
